product_id,category_id,brand_id,name,description,specifications,warranty_months,return_days,is_final_sale,free_shipping,shipping_days,price,active,weight_kg,requires_installation,installation_notes
5125,2,33,Licuadora Oster Pro Plus,Licuadora profesional con motor de alto rendimiento,"Motor: 1200W, Velocidades: 10, Vaso: 1.5L vidrio, Cuchillas: 6",6,60,false,true,7,286557.00,true,23.61,false,
5126,2,8,Horno Microondas Challenger Pro,Microondas digital con función grill,"Capacidad: 23L, Potencia: 800W, Grill: Sí, Programas: 8",6,0,true,false,6,357192.00,true,6.79,false,
5127,2,47,Aspiradora Robot Xiaomi Plus,Robot aspirador con mapeo láser y trapeado,"Succión: 4000Pa, Batería: 150min, App: Sí, Mapeo: LiDAR",36,60,false,true,2,919575.00,true,31.83,false,
5128,2,30,Cafetera Nespresso Vertuo Plus,Cafetera de cápsulas con tecnología Centrifusion,"Presión: 19 bar, Capacidad: 1.1L, Bebidas: 5 tamaños, Calentamiento: 25seg",18,60,false,false,2,741215.00,true,30.19,false,
5129,3,44,Sofá Cama 3 Puestos Max,Sofá moderno convertible en cama matrimonial,"Material: Tela, Puestos: 3, Cama: Matrimonial, Color: Gris",36,30,false,true,4,1918131.00,true,8.81,true,Instalación incluida. El técnico contactará al cliente en 24-48 horas hábiles.
5130,3,9,Colchón Spring Ortopédico Queen Max,Colchón ortopédico con resortes ensacados,"Tamaño: Queen, Altura: 28cm, Resortes: 800, Garantía: 10 años",6,30,false,true,4,1285765.00,true,19.45,true,"Servicio de instalación disponible por $50,000 adicionales. Solicitar al momento de la compra."
5131,3,21,Mesa de Comedor 6 Puestos Lite,Mesa de comedor en madera con acabado moderno,"Material: Madera MDF, Puestos: 6, Largo: 180cm, Alto: 76cm",36,30,false,true,8,898570.00,true,10.46,false,
5132,3,20,Set Ollas Antiadherentes 10 Pzs Plus,Juego completo de ollas con tapa de vidrio,"Piezas: 10, Material: Aluminio, Recubrimiento: Antiadherente, Tapa: Vidrio",6,0,true,true,2,359991.00,true,27.16,false,
5133,3,44,Escritorio de Oficina en L Plus,Escritorio esquinero ideal para home office,"Material: Melamina, Forma: L, Largo: 150cm, Cajones: 3",6,60,false,false,5,583086.00,true,19.01,false,
5134,3,21,Cama Matrimonial con Cabecero Lite,Cama estructural con cabecero tapizado,"Tamaño: Matrimonial, Material: Madera, Cabecero: Tapizado, Color: Wengue",36,30,false,true,2,780615.00,true,5.21,true,Se requiere conexión eléctrica de 220V. Verificar compatibilidad antes de instalar.
5135,3,6,Juego de Sábanas 300 Hilos Plus,Sábanas de algodón egipcio alta calidad,"Hilos: 300, Material: Algodón egipcio, Piezas: 4, Tamaño: Queen",36,30,false,true,5,173536.00,true,34.12,false,
5136,4,31,Zapatillas Nike Air Max 90 Plus,Zapatillas icónicas con amortiguación Air visible,"Material: Cuero/Malla, Suela: Rubber, Amortiguación: Air Max, Uso: Casual",6,0,true,true,10,534407.00,true,1.66,false,
5137,4,1,Camiseta Adidas Training Pro,Camiseta deportiva con tecnología Climalite,"Material: Poliéster, Tecnología: Climalite, Fit: Regular, Lavado: Máquina",24,30,false,true,4,142277.00,true,0.42,false,
5138,4,26,Jeans Levi's 501 Original Lite,Jeans clásicos de corte recto,"Material: Denim, Corte: Recto, Tiro: Regular, Color: Azul medio",6,30,false,true,4,337965.00,true,1.18,false,
5139,4,43,Chaqueta North Face Thermoball Lite,Chaqueta aislante ligera y comprimible,"Relleno: Thermoball, Exterior: Nylon, Capucha: Sí, Peso: 320g",18,30,false,true,8,897966.00,true,0.30,false,
5140,4,42,Vestido Studio F Elegante Max,Vestido casual elegante para toda ocasión,"Material: Viscosa, Largo: Midi, Manga: 3/4, Ocasión: Casual/Formal",12,0,true,false,4,321076.00,true,0.37,false,
5141,4,4,Zapatos Arturo Calle Oxford Plus,Zapatos formales de cuero genuino,"Material: Cuero, Suela: Cuero, Tipo: Oxford, Color: Negro",12,60,false,false,3,381230.00,true,0.46,false,
5142,4,36,Sudadera Con Capucha Puma Lite,Sudadera cómoda para uso diario,"Material: Algodón/Poliéster, Capucha: Sí, Bolsillos: Canguro, Fit: Regular",24,0,true,false,2,202937.00,true,0.57,false,
5143,5,14,Bicicleta MTB GW 27.5 Max,Bicicleta de montaña con suspensión delantera,"Marco: Aluminio, Ruedas: 27.5in, Cambios: Shimano 21vel, Frenos: Disco",6,0,true,true,9,1340029.00,true,12.45,false,
5144,5,38,Trotadora Eléctrica Semikon 2026,Trotadora plegable con programas de entrenamiento,"Motor: 2.5HP, Velocidad: 16km/h, Inclinación: 12 niveles, Pantalla: LCD",6,60,false,true,6,1926066.00,true,28.46,false,
5145,5,5,Mancuernas Ajustables 24kg Pro,Set de mancuernas ajustables espacío-compactas,"Peso: 2-24kg, Ajuste: Dial, Material: Acero/Plástico, Set: 2 unidades",24,0,true,true,3,793475.00,true,3.46,false,
5146,5,31,Balón de Fútbol Nike Strike 2026,Balón oficial para entrenamiento y partido,"Talla: 5, Material: TPU, Paneles: 12, Uso: Césped",6,0,true,false,10,166425.00,true,26.46,false,
5147,5,29,Colchoneta Yoga Premium Lite,Colchoneta profesional antideslizante,"Espesor: 6mm, Material: PVC eco, Antideslizante: Sí, Largo: 180cm",18,30,false,false,10,185633.00,true,20.33,false,
5148,5,46,Raqueta Tenis Wilson Pro Pro,Raqueta de tenis para jugadores intermedios,"Peso: 300g, Cabeza: 100in², Encordado: 16x19, Material: Grafito",6,60,false,false,6,382097.00,true,13.85,false,
5149,6,10,Secador Dyson Supersonic Lite,Secador profesional con motor digital,"Motor: V9, Velocidades: 3, Temperaturas: 4, Tecnología: Ion",36,0,true,true,2,1996121.00,true,1.52,false,
5150,6,13,Plancha Cabello GHD Platinum Pro,Plancha inteligente con control de temperatura,"Placas: Cerámicas, Temp: 185°C, Tecnología: Predictiva, Cable: 2.7m",6,30,false,true,8,995758.00,true,1.86,false,
5151,6,7,Perfume Carolina Herrera Good Girl Plus,Fragancia femenina icónica,"Tamaño: 80ml, Tipo: EDP, Familia: Oriental, Duración: 8+ horas",18,60,false,false,10,687857.00,false,1.37,false,
5152,6,24,Set Skincare La Roche-Posay 2026,Kit completo para cuidado facial,"Piezas: 4, Tipo: Hidratante, Para: Piel sensible, SPF: 50",12,0,true,true,10,404955.00,true,1.29,false,
5153,6,35,Máquina Afeitar Philips OneBlade Pro,Afeitadora eléctrica versátil,"Uso: Húmedo/Seco, Cuchillas: 3, Batería: 45min, Recortador: Sí",12,0,true,true,5,293443.00,true,2.26,false,
5154,6,27,Kit Maquillaje MAC Pro,Estuche de maquillaje profesional,"Piezas: 12, Incluye: Labiales, sombras, bases, Estuche: Sí",18,30,false,true,5,429259.00,true,2.31,false,
5155,7,11,Cien Años de Soledad - García Márquez 2026,Obra maestra de la literatura latinoamericana,"Páginas: 471, Pasta: Dura, Idioma: Español, Edición: Conmemorativa",36,30,false,true,6,91862.00,true,1.51,false,
5156,7,34,Agenda Ejecutiva 2026 2026,Agenda profesional con planificador mensual,"Formato: A5, Páginas: 384, Cubierta: Cuero sintético, Cierre: Magnético",6,0,true,true,3,122240.00,true,0.58,false,
5157,7,39,Set Marcadores Sharpie 24 Colores 2026,Marcadores permanentes de punta fina,"Cantidad: 24, Punta: Fina, Permanente: Sí, Colores: Surtidos",6,30,false,true,5,123811.00,true,0.36,false,
5158,7,32,Cuaderno Profesional Norma 200 Hojas 2026,Cuaderno argollado rayado,"Hojas: 200, Tamaño: Carta, Argolla: Doble-O, Pasta: Dura",36,60,false,false,2,49150.00,true,0.84,false,
5159,7,2,Kindle Paperwhite 11th Gen 2026,Lector de libros electrónicos resistente al agua,"Pantalla: 6.8in E-Ink, Luz: Ajustable, Almacenamiento: 8GB, Resistencia: IPX8",24,30,false,false,8,635640.00,true,0.57,false,
5160,8,22,LEGO Creator Expert 2026,Set de construcción avanzado para adultos,"Piezas: 1500+, Edad: 16+, Tema: Arquitectura, Manual: Incluido",18,60,false,true,5,391685.00,true,6.69,false,
5161,8,15,Coche Travel System Graco Lite,Coche con silla para carro incluida,"Edad: 0-3 años, Peso máx: 15kg, Silla: Click Connect, Plegable: Sí",6,0,true,true,7,927415.00,true,1.66,false,
5162,8,18,Muñeca Baby Alive 2026,Muñeca interactiva con accesorios,"Edad: 3+, Funciones: Come/Bebe, Accesorios: 10, Pilas: Incluidas",12,60,false,false,4,193787.00,true,14.60,false,
5163,8,19,Pañales Huggies Supreme Etapa 3 Pro,Pañales premium con protección 12 horas,"Etapa: 3, Cantidad: 50, Peso: 7-10kg, Tecnología: Dry Touch",18,0,true,false,5,122885.00,true,4.38,false,
5164,8,12,Mesa de Actividades Fisher Price Lite,Mesa musical educativa para bebés,"Edad: 6m-3años, Idiomas: 2, Luces: Sí, Música: 50+ canciones",36,60,false,false,6,264826.00,false,8.86,false,
5165,8,40,Triciclo Smart Trike Lite,Triciclo evolutivo 4 en 1,"Edad: 10m-3años, Etapas: 4, Parasol: Sí, Cinturón: 5 puntos",12,60,false,true,3,447081.00,true,1.16,false,
5166,1,37,Samsung Galaxy S24 Ultra Plus,Celular insignia con cámara de 200MP y S Pen integrado,"Pantalla: 6.8in QHD+, RAM: 12GB, Almacenamiento: 512GB, Batería: 5000mAh",36,0,true,true,4,5546284.00,true,5.29,false,
5167,1,16,Laptop HP Pavilion 15.6in Pro,Laptop ideal para trabajo y estudio con diseño moderno,"Procesador: Intel i5-12450H, RAM: 8GB, SSD: 512GB, Pantalla: FHD",12,30,false,true,2,2944640.00,false,4.34,false,
5168,1,3,MacBook Air M2 Max,Portátil ultraligero con chip M2 para máximo rendimiento,"Chip: Apple M2, RAM: 8GB, SSD: 256GB, Pantalla: 13.6in Retina",18,0,true,false,5,5325990.00,true,6.36,false,
5169,1,41,Audífonos Sony WH-1000XM5 Lite,Audífonos premium con cancelación de ruido líder en la industria,"Driver: 30mm, ANC: Sí, Bluetooth: 5.2, Batería: 30 horas",18,0,true,true,7,1481280.00,true,7.97,false,
5170,1,37,Smart TV Samsung 55in 4K Plus,Televisor inteligente con tecnología Crystal UHD,"Resolución: 4K UHD, HDR10+, Tizen OS, WiFi integrado",36,0,true,true,10,2193048.00,true,5.67,false,
5171,1,3,iPhone 15 Pro Max Pro,El iPhone más avanzado con chip A17 Pro y titanio,"Pantalla: 6.7in OLED, Chip: A17 Pro, Cámara: 48MP, Almacenamiento: 256GB",12,60,false,false,7,6516599.00,true,4.60,false,
5172,1,25,Tablet Lenovo Tab P11 Pro,Tablet versátil para entretenimiento y productividad,"Pantalla: 11in 2K, Procesador: Snapdragon 662, RAM: 4GB, Batería: 7500mAh",6,0,true,false,4,1113668.00,true,1.91,false,
5173,1,41,Consola PlayStation 5 Pro,La consola de nueva generación con SSD ultrarrápido,"CPU: AMD Zen 2, GPU: RDNA 2, SSD: 825GB, Ray Tracing: Sí",6,0,true,true,10,2890359.00,true,1.32,false,
5174,1,47,Smartwatch Xiaomi Band 8 Plus,Pulsera inteligente con seguimiento de salud completo,"Pantalla: 1.62in AMOLED, Batería: 16 días, Resistencia: 5ATM",12,60,false,false,3,185396.00,true,2.94,false,
5175,1,23,Monitor LG UltraWide 34in 2026,Monitor curvo ultrawide para gaming y productividad,"Resolución: 3440x1440, Tasa: 160Hz, Panel: IPS, HDR10",18,0,true,false,8,1821611.00,true,3.59,false,
5176,2,17,Nevera Haceb No Frost 400L Max,Nevera de doble puerta con tecnología No Frost,"Capacidad: 400L, No Frost: Sí, Dispensador: Agua, Eficiencia: A+",24,60,false,true,6,2536646.00,true,33.44,false,
5177,2,45,Lavadora Whirlpool 18kg Max,Lavadora de carga superior con múltiples ciclos,"Capacidad: 18kg, Ciclos: 12, Velocidad: 750RPM, Ahorro agua: 40%",24,0,true,true,3,1905864.00,false,17.98,true,Instalación incluida. El técnico contactará al cliente en 24-48 horas hábiles.
5178,2,28,Estufa Mabe 4 Puestos Lite,Estufa a gas con encendido eléctrico y horno,"Puestos: 4, Horno: 65L, Encendido: Eléctrico, Gas: Natural/Propano",12,30,false,true,7,734293.00,true,28.80,false,
5179,2,37,Aire Acondicionado Samsung 12000BTU 2026,Aire acondicionado inverter con WiFi integrado,"Capacidad: 12000BTU, Inverter: Sí, WiFi: Sí, Eficiencia: A++",12,0,true,false,3,1603021.00,true,37.97,true,Instalación incluida. El técnico contactará al cliente en 24-48 horas hábiles.
5180,2,33,Licuadora Oster Pro 2026,Licuadora profesional con motor de alto rendimiento,"Motor: 1200W, Velocidades: 10, Vaso: 1.5L vidrio, Cuchillas: 6",24,30,false,false,7,321453.00,false,46.73,false,
5181,2,8,Horno Microondas Challenger Max,Microondas digital con función grill,"Capacidad: 23L, Potencia: 800W, Grill: Sí, Programas: 8",6,60,false,false,8,386933.00,true,42.91,false,
5182,2,47,Aspiradora Robot Xiaomi 2026,Robot aspirador con mapeo láser y trapeado,"Succión: 4000Pa, Batería: 150min, App: Sí, Mapeo: LiDAR",18,30,false,false,3,886876.00,true,33.79,false,
5183,2,30,Cafetera Nespresso Vertuo Pro,Cafetera de cápsulas con tecnología Centrifusion,"Presión: 19 bar, Capacidad: 1.1L, Bebidas: 5 tamaños, Calentamiento: 25seg",6,30,false,true,10,742356.00,false,16.56,false,
5184,3,44,Sofá Cama 3 Puestos Plus,Sofá moderno convertible en cama matrimonial,"Material: Tela, Puestos: 3, Cama: Matrimonial, Color: Gris",12,30,false,false,5,1928598.00,true,14.53,true,Instalación incluida. El técnico contactará al cliente en 24-48 horas hábiles.
5185,3,9,Colchón Spring Ortopédico Queen Plus,Colchón ortopédico con resortes ensacados,"Tamaño: Queen, Altura: 28cm, Resortes: 800, Garantía: 10 años",6,30,false,false,6,1300446.00,true,27.60,false,
5186,3,21,Mesa de Comedor 6 Puestos Plus,Mesa de comedor en madera con acabado moderno,"Material: Madera MDF, Puestos: 6, Largo: 180cm, Alto: 76cm",6,30,false,false,6,892248.00,true,29.28,true,Requiere instalación profesional. Incluye servicio de instalación gratuito en las primeras 48 horas.
5187,3,20,Set Ollas Antiadherentes 10 Pzs Plus,Juego completo de ollas con tapa de vidrio,"Piezas: 10, Material: Aluminio, Recubrimiento: Antiadherente, Tapa: Vidrio",36,60,false,true,10,361647.00,true,7.46,false,
5188,3,44,Escritorio de Oficina en L Plus,Escritorio esquinero ideal para home office,"Material: Melamina, Forma: L, Largo: 150cm, Cajones: 3",18,0,true,false,6,602431.00,true,23.02,false,
5189,3,21,Cama Matrimonial con Cabecero 2026,Cama estructural con cabecero tapizado,"Tamaño: Matrimonial, Material: Madera, Cabecero: Tapizado, Color: Wengue",18,60,false,false,10,813035.00,false,2.02,false,
5190,3,6,Juego de Sábanas 300 Hilos Max,Sábanas de algodón egipcio alta calidad,"Hilos: 300, Material: Algodón egipcio, Piezas: 4, Tamaño: Queen",6,0,true,true,4,217636.00,true,5.01,false,
5191,4,31,Zapatillas Nike Air Max 90 Pro,Zapatillas icónicas con amortiguación Air visible,"Material: Cuero/Malla, Suela: Rubber, Amortiguación: Air Max, Uso: Casual",12,0,true,true,3,535679.00,true,1.47,false,
5192,4,1,Camiseta Adidas Training Lite,Camiseta deportiva con tecnología Climalite,"Material: Poliéster, Tecnología: Climalite, Fit: Regular, Lavado: Máquina",6,0,true,false,4,175222.00,true,0.38,false,
5193,4,26,Jeans Levi's 501 Original Plus,Jeans clásicos de corte recto,"Material: Denim, Corte: Recto, Tiro: Regular, Color: Azul medio",12,0,true,true,3,335487.00,true,1.27,false,
5194,4,43,Chaqueta North Face Thermoball Pro,Chaqueta aislante ligera y comprimible,"Relleno: Thermoball, Exterior: Nylon, Capucha: Sí, Peso: 320g",6,0,true,false,9,910549.00,true,1.66,false,
5195,4,42,Vestido Studio F Elegante Pro,Vestido casual elegante para toda ocasión,"Material: Viscosa, Largo: Midi, Manga: 3/4, Ocasión: Casual/Formal",36,30,false,false,2,282757.00,false,1.61,false,
5196,4,4,Zapatos Arturo Calle Oxford Plus,Zapatos formales de cuero genuino,"Material: Cuero, Suela: Cuero, Tipo: Oxford, Color: Negro",18,60,false,true,10,416341.00,true,0.67,false,
5197,4,36,Sudadera Con Capucha Puma 2026,Sudadera cómoda para uso diario,"Material: Algodón/Poliéster, Capucha: Sí, Bolsillos: Canguro, Fit: Regular",18,30,false,true,3,236350.00,true,0.34,false,
5198,5,14,Bicicleta MTB GW 27.5 2026,Bicicleta de montaña con suspensión delantera,"Marco: Aluminio, Ruedas: 27.5in, Cambios: Shimano 21vel, Frenos: Disco",12,60,false,true,2,1300819.00,true,14.33,false,
5199,5,38,Trotadora Eléctrica Semikon 2026,Trotadora plegable con programas de entrenamiento,"Motor: 2.5HP, Velocidad: 16km/h, Inclinación: 12 niveles, Pantalla: LCD",6,30,false,true,9,1886371.00,true,18.08,false,
5200,5,5,Mancuernas Ajustables 24kg Pro,Set de mancuernas ajustables espacío-compactas,"Peso: 2-24kg, Ajuste: Dial, Material: Acero/Plástico, Set: 2 unidades",24,0,true,false,2,846106.00,true,16.71,false,
